route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
B,ESP1_1,ESP1_B_1_1.B27,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B28,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B29,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B30,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B31,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B32,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B33,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B34,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B35,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B36,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B37,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B38,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B39,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B40,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B41,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B041,Rato,0,ESP1_shp_amarela_od-ra
B,ESP1_1,ESP1_B_1_1.B042,Odivelas,1,ESP1_shp_amarela_ra-od
B,ESP1_1,ESP1_B_1_1.B043,Rato,0,ESP1_shp_amarela_od-ra
A,ESP1_1,ESP1_A_1_1.A2,Santa Apolónia,0,ESP1_shp_azul_rb-sp2
A,ESP1_1,ESP1_A_1_1.A3,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A4,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A5,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A6,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A7,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A8,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A9,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A10,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A11,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A12,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A13,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A14,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A15,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A16,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A17,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A18,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A19,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A20,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A21,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A22,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A23,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A24,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A25,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A26,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A27,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A28,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A29,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A30,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A31,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A32,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A33,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A34,Santa Apolónia,0,ESP1_shp_azul_rb-sp
A,ESP1_1,ESP1_A_1_1.A034,Reboleira,1,ESP1_shp_azul_sp-rb
A,ESP1_1,ESP1_A_1_1.A035,Santa Apolónia,0,ESP1_shp_azul_rb-sp
C,ESP2_2,ESP2_C_2_21.C1,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C2,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_21.C3,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C4,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_21.C5,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C6,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_21.C7,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C8,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_21.C9,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C10,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_21.C11,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C12,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_21.C13,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_21.C14,Telheiras,0,ESP2_shp_verde_cs-te
D,ESP2_2,ESP2_D_2_21.D1,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D2,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D3,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D4,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D5,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D6,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D7,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D8,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D9,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D10,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D11,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D12,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D13,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D14,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D15,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D16,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D17,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D18,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D19,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D20,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D21,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D22,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D23,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D24,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D25,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D26,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D27,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D28,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D29,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D01,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D02,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D03,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D04,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D05,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D06,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D07,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D08,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_21.D09,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_21.D010,Aeroporto,1,ESP2_shp_vermelha_ss-ap
C,ESP2_2,ESP2_C_2_22.C1,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C2,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_22.C3,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C4,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_22.C5,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C6,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_22.C7,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C8,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_22.C9,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C10,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_22.C11,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C12,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_22.C13,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_22.C14,Telheiras,0,ESP2_shp_verde_cs-te
D,ESP2_2,ESP2_D_2_22.D1,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D2,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D3,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D4,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D5,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D6,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D7,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D8,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D9,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D10,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D11,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D12,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D13,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D14,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D15,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D16,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D17,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D18,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D19,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D20,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D21,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D22,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D23,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D24,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D25,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D26,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D27,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D28,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D29,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D01,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D02,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D03,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D04,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D05,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D06,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D07,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D08,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_22.D09,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_22.D010,Aeroporto,1,ESP2_shp_vermelha_ss-ap
C,ESP2_2,ESP2_C_2_23.C1,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C2,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_23.C3,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C4,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_23.C5,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C6,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_23.C7,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C8,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_23.C9,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C10,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_23.C11,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C12,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_23.C13,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_23.C14,Telheiras,0,ESP2_shp_verde_cs-te
D,ESP2_2,ESP2_D_2_23.D1,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D2,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D3,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D4,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D5,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D6,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D7,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D8,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D9,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D10,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D11,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D12,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D13,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D14,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D15,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D16,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D17,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D18,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D19,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D20,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D21,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D22,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D23,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D24,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D25,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D26,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D27,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D28,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D29,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D01,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D02,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D03,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D04,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D05,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D06,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D07,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D08,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D09,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_23.D010,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_23.D011,Aeroporto,1,ESP2_shp_vermelha_ss-ap
C,ESP2_2,ESP2_C_2_24.C3,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C4,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C5,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C6,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C7,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C8,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C9,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C10,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C11,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C12,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C13,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C14,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C15,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_24.C16,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_24.C17,Telheiras,0,ESP2_shp_verde_cs-te
D,ESP2_2,ESP2_D_2_24.D1,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D2,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D3,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D4,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D5,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D6,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D7,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D8,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D9,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D10,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D11,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D12,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D13,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D14,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D15,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D16,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D17,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D18,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D19,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D20,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D21,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D22,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D23,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D24,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D25,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D26,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D27,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D28,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D29,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D01,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D02,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D03,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D04,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D05,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D06,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D07,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D08,São Sebastião,0,ESP2_shp_vermelha_ap-ss
D,ESP2_2,ESP2_D_2_24.D09,Aeroporto,1,ESP2_shp_vermelha_ss-ap
D,ESP2_2,ESP2_D_2_24.D010,São Sebastião,0,ESP2_shp_vermelha_ap-ss
C,ESP2_2,ESP2_C_2_25.C1,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_25.C2,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_25.C3,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_25.C4,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_25.C5,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_25.C6,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_25.C7,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_25.C8,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_25.C9,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_25.C10,Cais Do Sodré,1,ESP2_shp_verde_te-cs
C,ESP2_2,ESP2_C_2_25.C11,Telheiras,0,ESP2_shp_verde_cs-te
C,ESP2_2,ESP2_C_2_25.C12,Cais Do Sodré,1,ESP2_shp_verde_te-cs
